,Similarity_Score,Text1,Text2,Group,Date1,Date2,Publisher1,Publisher2,ID1,ID2,proper_nouns1,proper_nouns2,keywords1,keywords2,unit_id
384,0.8431293,"Hoogste bestuursrechter liet forse steken vallen in toeslagenaffaire; Pia Lokin-Sassen CDA De affaire rond de kinderopvangtoeslagen zal nog lang blijven nadreunen. Vorige week kwam de onderzoekscommissie onder leiding van Tweede Kamerlid Andr Bosman VVD tot de conclusie dat het tussen instanties aan vertrouwen ontbreekt. En na het eerdere parlementair onderzoek haalt de Tweede Kamer ook zijn zwaarste middel, een echte parlementaire enqu te, uit de kast om in het schandaal de onderste steen boven te krijgen. Ondertussen wijst in Den Haag de ene overheidsinstantie naar de andere, om een schuldige van de ellende te benoemen. Zo ook de afdeling Bestuursrechtspraak van de Raad van State. Deze wijst, bij monde van voorzitter Bart Jan van Ettekoven, naar de wetgever, die hoofdverantwoordelijk zou zijn voor de affaire. In zijn kielzog stelt ook Herman Tjeenk Willink, voormalig vicepresident van de Raad van State, dat de Kamer als medewetgever zelf in de spiegel moet kijken. Zowel de Wet kinderopvang Wko als de Algemene wet inkomensafhankelijke regelingen Awir zouden zo dwingendrechtelijk zijn geformuleerd dat er voor de bestuursrechter geen ruimte was om te toetsen aan de beginselen van behoorlijk bestuur.","Partij die 'gratis bier' uitdeelt, valt snel door de mand; campagne liberalen hun klimaatplannen in het verkiezingsprogramma niet laten doorrekenen . De VVD vindt de rekenmodellen te gemankeerd, maar volgens andere partijen duikt de partij van Mark Rutte. Bijna nergens ter wereld gebeurt het, en in sommige landen zijn ze maar wat jaloers op deze langjarige Nederlandse traditie het doorrekenen van de verkiezingsprogramma's. Vandaag is het weer zover en net als bij eerdere edities ging er weer een hoop gesteggel aan vooraf. Ook dat is traditie. Eerst een stap terug in de tijd al sinds 1986 biedt het Centraal Planbureau CPB politieke partijen de mogelijkheid om uit te rekenen wat de plannen in hun programma nou precies kosten en of ze bijdragen aan onze welvaart. En sinds 1994 berekent het Planbureau voor de Leefomgeving PBL, en haar voorgangers, wat het effect is op ons milieu. De waarde van deze sommen is vooral dat partijen worden gedwongen om hun plannen concreet te maken, waardoor een vergelijking van programma's mogelijk wordt. Zo valt in n oogopslag te zien welke partij het meest hecht aan investeringen in onderwijs, zorg of infrastructuur. ,, Het is toch belangrijk dat er een onafhankelijke scheidsrechter is, zegt D66-Kamerlid Joost Sneller.",high,2021-03-01 00:00:00,2021-03-01 00:00:00,Het Financieele Dagblad,Algemeen Dagblad,3290608,3286174,"Lokin-Sassen CDA, Andr Bosman, VVD, Tweede Kamer, Raad van State, Bart Jan van Ettekoven, Herman Tjeenk Willink, Raad van State","Mark Rutte, Centraal Planbureau CPB, Planbureau voor de Leefomgeving PBL, Joost Sneller","['overheidsinstantie', 'kinderopvangtoeslagen', 'ettekoven', 'medewetgever', 'tjeenk']","['rekenmodellen', 'leefomgeving', 'verkiezingsprogramma', 'klimaatplannen', 'gesteggel']",3290608_3286174
444,0.7327157,"PBL: politieke partijen boeken meeste klimaatwinst met industrie en verkeer; Verminderde uitstoot van broeikasgas moet de komende tien jaar vooral van de industrie en het verkeer komen. Dat blijkt uit een maandag gepresenteerde doorrekening van de verkiezingsprogramma's van CDA, D66, GroenLinks, SP, PvdA en ChristenUnie. Grote afwezige in de berekening van het Planbureau voor de Leefomgeving PBL is de VVD, die het klimaatdeel van zijn partijprogramma niet liet doorrekenen. Het PBL rekent op verzoek van de politieke partijen het effect van hun plannen door op de leefomgeving, zoals het klimaat. Uit de analyse blijkt dat partijen de meeste CO₂-reductie willen halen in de industrie, met een aanscherping van de nationale CO₂-heffing die dit jaar is ingegaan. Industrie n betalen die heffing per ton uitgestoten CO₂. Ook staan er in de verkiezingsprogramma's plannen voor meer openbaar vervoer en minder autorijden, waardoor de Nederlandse broeikasgasuitstoot zal dalen. In andere sectoren, zoals woning- en landbouw, daalt de broeikasuitstoot ook wel, maar minder dan in de industrie. Het PBL heeft daarnaast de stikstofplannen van partijen doorgerekend. Het CDA wil de veehouderij in huidige omvang behouden en gaat voor herstel van bestaande natuur.","FvD'ers beboet om negeren 1,5 meter; De politie in Nijmegen heeft gisteren een nog onbekend aantal mensen bekeurd omdat zij tijdens een bijeenkomst van Forum voor Democratie folders uitdeelden zonder daarbij 1,5 meter afstand te houden.",high,2021-03-01 00:00:00,2021-03-01 00:00:00,Het Financieele Dagblad,Algemeen Dagblad,3290596,3286171,"PBL, CDA, D66, GroenLinks, SP, PvdA, ChristenUnie, Planbureau voor de Leefomgeving, PBL, VVD, PBL, CO₂., PBL, CDA",Forum voor Democratie,"['broeikasgasuitstoot', 'broeikasuitstoot', 'broeikasgas', 'reductie', 'veehouderij']","['bekeurd', 'uitdeelden', 'fvd', 'ers', 'nijmegen']",3290596_3286171
446,0.7125771,"Ondernemers in de race voor de Tweede Kamer; Er zijn maar weinig zelfstandig ondernemers die kans maken in de Tweede Kamer te komen . IJsmaker Romke de Jong D66 vertelt in het eerste deel van een serie portretten over wat hem drijft volksvertegenwoordiger te willen worden. Je moet draagvlak cre ren voor wat je wilt bereiken. Dat doet een politicus, maar dat doet een ondernemer ook. Die neemt zijn medewerkers en zijn klanten mee met waar hij naartoe wil met zijn onderneming.","Lezersreacties; Vertaling Als schrijfster kan Marieke Lucas Rijneveld zich als geen ander inleven in een ander. Tot mijn verdriet geeft ze de opdracht terug voor de vertaling van het beroemd geworden gedicht The Hill We Climb Trouw, 27 februari. Uitgever, laat haar de vertaling afmaken, want ze is er al lang mee verbonden in haar hoofd of op papier. En zet een tweede kandidaat naast haar. Geef beide vertalingen naast elkaar uit en de lezer beslist welke gekozen wordt. Laten we nooit iemand buitensluiten om kleur, ras, etniciteit of wat dan ook. Toos Scheffer Tytsjerk Smet? Geen grote kop op de voorpagina nu de rechter in hoger beroep de regering alsnog in het gelijk stelt over de avondklok Trouw, 27 februari. En geen excuses voor eerdere artikelen waarin op basis van de uitspraak van de voorzieningenrechter die Viruswaarheid in het gelijk stelde, werd gesproken van de smet op het blazoen van Rutte. In plaats daarvan een wat weggestopt bericht over het hoger beroep. Frank Hendriks Nijmegen Kaag Dank voor het mooie interview met D66-lijsttrekker Sigrid Kaag Trouw, 27 februari.",high,2021-03-01 00:00:00,2021-03-01 00:00:00,Het Financieele Dagblad,Trouw,3290668,3285370,"Tweede Kamer, Tweede Kamer, Romke","Lucas Rijneveld, Scheffer Tytsjerk Smet, Frank Hendriks, Sigrid Kaag Trouw","['ijsmaker', 'romke', 'volksvertegenwoordiger', 'die', 'het']","['tytsjerk', 'scheffer', 'lezersreacties', 'alsnog', 'viruswaarheid']",3290668_3285370
447,0.7902427,"Van eerste besmetting tot avondklok: het coronajaar in foto&#39;s; De impact die het coronavirus heeft op de Nederlandse maatschappij is het afgelopen jaar uitgebreid in beeld gebracht. NU.nl maakte een chronologische selectie van opvallende en typerende beelden. Op 27 februari 2020 wordt de eerste offici le Nederlandse coronabesmetting vastgesteld. Het virus werd geconstateerd bij een 56-jarige man uit het Brabantse Loon op Zand. De dag erna wordt de pers te woord gestaan in het stadhuis van Tilburg. Op 9 maart 2020 kondigt premier Mark Rutte aan dat handen schudden tijdelijk tot het verleden behoort, iets wat hij zelf per ongeluk na de persconferentie doet. Daarna volgen de maatregelen om het coronavirus te bestrijden in een sneltreinvaart. Zo wordt thuiswerken de norm. Ondertussen wordt het beeld van ziekenhuismedewerkers in beschermende kleding steeds bekender. Omdat de druk op Brabantse ziekenhuizen te groot wordt, worden coronapati nten naar ziekenhuizen buiten de regio verplaatst. Vanwege de enorme druk waar ziekenhuispersoneel mee te maken krijgt, klapt Nederland voor de zorg. Op 18 maart wordt minister van Medische Zorg Bruno Bruins onwel in de Tweede Kamer. Ondertussen komen steden met steeds slimmere maatregelen om de coronaregels te stimuleren.","De uitzending van 28 februari: Leerachterstanden / Trump de 'onbetwiste leider' / Verkiezingsdebat; De worsteling met leerachterstanden Morgen gaan ook in het midden en het noorden van het land de basisscholen weer open. De scholen krijgen 180.000 euro van het kabinet, om de kinderen te helpen bij het inlopen van hun achterstand, na al die maanden thuisonderwijs. Nieuwsuur kijkt op twee zeer verschillende scholen hoe de leerlingen er voor staan. Trump nog steeds de onbetwiste leider Trump 2024-petjes, America First-mondkapjes en zelfs een gouden standbeeld van Donald Trump. Het is allemaal te zien bij de Conservatieve Politieke Actie Conferentie CPAC het jaarlijkse feestje voor conservatief Amerika. Het evenement in Florida ademt de idee n van voormalig president Donald Trump. We zijn aanwezig en spreken met enkele prominente Trump-aanhangers. Het tweede grote verkiezingsdebat De partijleiders van de VVD, PVV, CDA, D66, SP en GroenLinks staan vanavond tegenover elkaar in het RTL-verkiezingsdebat. Wordt het alle ballen op de tot dusver haast onoverwinnelijke Rutte? En hebben zijn tegenstanders daarbij ook een andere strategie voor ogen dan de afgelopen tijd? We schakelen met politiek duider Nynke de Zoeten.",high,2021-02-27 20:34:14,2021-02-28 18:10:52,NU.nl,Nieuwsuur,3288518,3287527,"Mark Rutte, Tweede Kamer","Trump, Verkiezingsdebat, Trump, Trump, America First-mondkapjes, Politieke Actie, CPAC, VVD, PVV, CDA, D66, SP, GroenLinks, Nynke de Zoeten","['brabantse', 'sneltreinvaart', 'coronabesmetting', 'ziekenhuismedewerkers', 'coronapati']","['leerachterstanden', 'nynke', 'mondkapjes', '2024', 'verkiezingsdebat']",3288518_3287527
456,0.63132024,"Een vraag van een slachtoffer van de toeslagenaffaire aan VVD-lijsttrekker en demissionair premier Rutte; Hoe wil Rutte het vertrouwen terugwinnen ? vraagt Kristie. U heeft mij in de steek gelaten. Rutte zegt begrip te hebben voor de situatie waar de ouders in terechtgekomen zijn. Hij noemt het een schandvlek en een debacle. Maar hij vraagt toch om vertrouwen dat hij de problemen gaat oplossen. Jullie zijn geen fraudeurs, dat wil ik hier gezegd hebben, zegt Rutte. Kristie zegt dat zij geen goede rechtshulp heeft gekregen omdat daarop is bezuinigd door het kabinet. Rutte zegt dat die zaken geen verband houden. De ouders is onrecht aangedaan, zegt hij. Jullie krijgen alle advocatenhulp die er nodig is, is zijn toezegging.","kruiswoordtest 5898; Horizontaal 1deze Europeanen boeken massaal mediterrane vakanties na 17 mei, meldde Trouw vorige week 7 5hoeveel spelers blijven er over als een voetbalelftal waarvan de oudste drie 27 zijn, buiten gaat sporten? 4 10voor welk horlogemerk maakt Roger Federer voor miljoenen euro's per jaar reclame? 5 11zeerovers leiders van een partij die zeggen dat ze socialer zijn dan de SP en liberaler dan de VVD 7 12godin van de wraak of, figuurlijk, de wrekende gerechtigheid 7, anagram van nee, miss 14minister aan wie Nederland de Mammoetwet dankt 4 16verbeterde of geactualiseerde versie leenwoord uit het Engels, 6 18couplet, strofe achtregelig, met rijmschema abababcc 6, anagr. Ans zat 20..... et avoir, Franse film uit 2002 over een dorpsschooltje 4 21onderzoek van 't parlement, naar 't toeslagenschandaal bijvoorbeeld 7 24begraafplaats taalkundige die op YouTube zeventiende-eeuws Hollands laat horen 7 25taal van de band Altin G n die de oprichter ervan zelf niet verstaat 5 27leesteken dat in krantenkoppen meestal ontbreekt 4 28hoe oud worden Serena Williams en Roger Federer dit jaar? 7. Connie Breukhoven 5 23(1 prik tegen 4 ziekten afk. Oplossing 5897.",medium,2021-02-28 22:15:58,2021-03-01 00:00:00,NOS liveblog,Trouw,3287475,3285386,"Kristie, Jullie, Kristie, Jullie","Roger Federer voor miljoenen, SP, VVD, 18couplet, Altin G, Serena Williams, Roger Federer, Connie Breukhoven","['toeslagenaffaire', 'schandvlek', 'kristie', 'fraudeurs', 'rechtshulp']","['europeanen', 'geactualiseerde', 'anagr', 'williams', '11zeerovers']",3287475_3285386
463,0.6514062,"Partij die 'gratis bier' uitdeelt, valt snel door de mand; campagne liberalen hun klimaatplannen in het verkiezingsprogramma niet laten doorrekenen . De VVD vindt de rekenmodellen te gemankeerd, maar volgens andere partijen duikt de partij van Mark Rutte. Bijna nergens ter wereld gebeurt het, en in sommige landen zijn ze maar wat jaloers op deze langjarige Nederlandse traditie het doorrekenen van de verkiezingsprogramma's. Vandaag is het weer zover en net als bij eerdere edities ging er weer een hoop gesteggel aan vooraf. Ook dat is traditie. Eerst een stap terug in de tijd al sinds 1986 biedt het Centraal Planbureau CPB politieke partijen de mogelijkheid om uit te rekenen wat de plannen in hun programma nou precies kosten en of ze bijdragen aan onze welvaart. En sinds 1994 berekent het Planbureau voor de Leefomgeving PBL, en haar voorgangers, wat het effect is op ons milieu. De waarde van deze sommen is vooral dat partijen worden gedwongen om hun plannen concreet te maken, waardoor een vergelijking van programma's mogelijk wordt. Zo valt in n oogopslag te zien welke partij het meest hecht aan investeringen in onderwijs, zorg of infrastructuur. ,, Het is toch belangrijk dat er een onafhankelijke scheidsrechter is, zegt D66-Kamerlid Joost Sneller.","kruiswoordtest 5898; Horizontaal 1deze Europeanen boeken massaal mediterrane vakanties na 17 mei, meldde Trouw vorige week 7 5hoeveel spelers blijven er over als een voetbalelftal waarvan de oudste drie 27 zijn, buiten gaat sporten? 4 10voor welk horlogemerk maakt Roger Federer voor miljoenen euro's per jaar reclame? 5 11zeerovers leiders van een partij die zeggen dat ze socialer zijn dan de SP en liberaler dan de VVD 7 12godin van de wraak of, figuurlijk, de wrekende gerechtigheid 7, anagram van nee, miss 14minister aan wie Nederland de Mammoetwet dankt 4 16verbeterde of geactualiseerde versie leenwoord uit het Engels, 6 18couplet, strofe achtregelig, met rijmschema abababcc 6, anagr. Ans zat 20..... et avoir, Franse film uit 2002 over een dorpsschooltje 4 21onderzoek van 't parlement, naar 't toeslagenschandaal bijvoorbeeld 7 24begraafplaats taalkundige die op YouTube zeventiende-eeuws Hollands laat horen 7 25taal van de band Altin G n die de oprichter ervan zelf niet verstaat 5 27leesteken dat in krantenkoppen meestal ontbreekt 4 28hoe oud worden Serena Williams en Roger Federer dit jaar? 7. Connie Breukhoven 5 23(1 prik tegen 4 ziekten afk. Oplossing 5897.",medium,2021-03-01 00:00:00,2021-03-01 00:00:00,Algemeen Dagblad,Trouw,3286174,3285386,"Mark Rutte, Centraal Planbureau CPB, Planbureau voor de Leefomgeving PBL, Joost Sneller","Roger Federer voor miljoenen, SP, VVD, 18couplet, Altin G, Serena Williams, Roger Federer, Connie Breukhoven","['rekenmodellen', 'leefomgeving', 'verkiezingsprogramma', 'klimaatplannen', 'gesteggel']","['europeanen', 'geactualiseerde', 'anagr', 'williams', '11zeerovers']",3286174_3285386
464,0.71558964,"Geweld bij antilockdowndemo in Dublin; Bij een demonstratie tegen de coronamaatregelen in Dublin zijn zeker 23 mensen opgepakt . Relschoppers raakten slaags met de Ierse politie. Drie agenten raakten gewond. De politie zegt er van tevoren al op gerekend te hebben dat het protest gewelddadig zou worden. De ongeregeldheden waren aangekondigd op sociale media. We waren ons bewust van het protest en wat de intentie was. We hebben ons erop voorbereid en waren uiteraard van plan het in toom te houden, aldus de politiecommissaris. Volgens de politie gooiden relschoppers onder meer met vuurwerk. Verschillende parken waren van tevoren afgesloten door de politie. Demonstranten hadden aangekondigd naar het St Stephen's Green-park te willen marcheren. Ondanks de verhoogde politie-inzet kwamen er toch nog honderden mensen naar het centrum van Dublin, zonder mondkapje. Met wapenstokken werden ze weggehouden van het park. Veel politici reageren met afschuw op de rellen. Vicepremier Leo Varadkar schreef op Twitter Dit gedrag van een paar ego sten ondermijnt de offers die miljoenen mensen de afgelopen twaalf maanden hebben gebracht.","CPB-doorrekening: lasten bedrijven en jonge generaties fors omhoog; Alle partijen willen de lasten van bedrijven de komende kabinetsperiode verhogen om extra uitgaven mogelijk te maken. De mate waarin partijen dat doen, verschilt aanzienlijk. De PvdA wil de lasten voor bedrijven met bijna € 42 mrd verhogen. Bij de VVD stijgen ze met € 3,6 mrd. Dat blijkt uit een doorrekening van de verkiezingsprogramma's die het Centraal Planbureau CPB, maandag heeft gepubliceerd. Onder het huidige beleid zouden de lasten van bedrijven ook al stijgen, maar met slechts € 1,9 mrd. Meer overheid Alle partijen willen de komende jaren de overheidsuitgaven structureel fors verhogen. Na correctie voor de incidentele extra corona-uitgaven dit jaar, gaan ze bij de zuinigste partijen VVD en SGP met ruim € 14 mrd respectievelijk € 10 mrd omhoog en bij de gulste partijen SP en PvdA met € 49 mrd en € 45 mrd. Populaire bestemmingen voor extra geld zijn zorg, onderwijs en sociale zekerheid. Boven op de structurele stijging van de zorguitgaven komen bij veel partijen extra loonsverhogingen. Defensie, openbaar bestuur en veiligheid komen er bij de meeste partijen bekaaid vanaf.",high,2021-02-27 20:30:26,2021-03-01 00:00:00,NOS liveblog,Het Financieele Dagblad,3287531,3290620,"Geweld, Dublin, Leo Varadkar","PvdA, VVD, Centraal Planbureau CPB, VVD, SGP, SP","['ongeregeldheden', 'antilockdowndemo', 'wapenstokken', 'stephen', 'demonstranten']","['bekaaid', 'loonsverhogingen', 'overheidsuitgaven', 'mrd', 'zorguitgaven']",3287531_3290620
470,0.84173375,"Precies een jaar sinds de eerste positieve test: zo begon de crisis; Nederland leeft zaterdag al precies een jaar met het coronavirus . Op 27 februari 2020 maakt toenmalig minister Bruno Bruins Medische Zorg bekend dat voor het eerst een besmetting is geconstateerd. De pati nt is niet heel ziek, maar uit voorzorg opgenomen in het ziekenhuis in Tilburg. Een terugblik op het begin van de crisis die daarna losbarstte. De Nederlandse overheid gaat er begin 2020 nog van uit dat SARS-CoV-2 de offici le naam van het virus helemaal niet zo gevaarlijk is. Het harde ingrijpen van de Chinese autoriteiten in Wuhan, waar de eerste grote uitbraak was, wordt in het westen vaak in verband gebracht met de autoritaire regeerstijl van de Chinese communistische partij. Niet zo heel besmettelijk Geruststellende woorden overheersen. Zo meldt het RIVM eind januari De ziekte lijkt, met wat er nu bekend is, niet zo heel besmettelijk. Halverwege februari brengt het instituut een kort filmpje naar buiten waarin het uitlegt waarom we ons geen zorgen hoeven te maken over COVID-19. Een dag voordat het nieuws over de eerste pati nt naar buiten komt, benadrukt ook de GGD dat paniek niet nodig is. Dat wordt echter pas maanden later duidelijk.","Verkiezingsdebat trapt af met corona; Moet de reguliere zorg weer voorrang krijgen over de coronazorg, ook al zou dat leiden tot meer coronadoden? Met die ethische vraag trapte het RTL-verkiezingsdebat zondag af. Na een jaar pandemie dreigen nog steeds overvolle ic's, terwijl steeds meer stemmen opgaan om de coronarestricties te versoepelen. Maar die stelling leverde weinig vuurwerk op oppositie en coalitiepartners waren het met elkaar eens de politiek mag niet op de stoel van de arts gaan zitten. Veel ongemakkelijker waren de een-op-een ontmoetingen met kiezers. Zo moest D66-lijsttrekker Sigrid Kaag aan een melkveehouder uitleggen waarom de veestapel volgens haar partij moet worden gehalveerd, terwijl CDA'er Wopke Hoekstra een welhaast failliete caf baas en zijn vrouw geen zekerheid kon geven over hun financi le toekomst. Premier Mark Rutte kwam tegenover een gedupeerde ouder in de toeslagenaffaire te staan. Traditioneel geldt het eerste tv-debat tussen de lijsttrekkers van de grote partijen als het startsein voor kiezers om te gaan nadenken op wie zij hun stem willen uitbrengen, vaak met grote electorale verschuivingen tot gevolg.",high,2021-02-27 17:37:46,2021-02-28 00:00:00,NU.nl,Het Financieele Dagblad,3288528,3290705,"Bruno Bruins, Medische Zorg, Chinese communistische partij, RIVM, GGD","Sigrid Kaag, Wopke Hoekstra, Mark Rutte","['meldt', 'chinese', 'bruno', 'coronavirus', 'losbarstte']","['melkveehouder', 'toeslagenaffaire', 'coronarestricties', 'traditioneel', 'verkiezingsdebat']",3288528_3290705
474,0.6820593,"Geweld bij antilockdowndemo in Dublin; Bij een demonstratie tegen de coronamaatregelen in Dublin zijn zeker 23 mensen opgepakt . Relschoppers raakten slaags met de Ierse politie. Drie agenten raakten gewond. De politie zegt er van tevoren al op gerekend te hebben dat het protest gewelddadig zou worden. De ongeregeldheden waren aangekondigd op sociale media. We waren ons bewust van het protest en wat de intentie was. We hebben ons erop voorbereid en waren uiteraard van plan het in toom te houden, aldus de politiecommissaris. Volgens de politie gooiden relschoppers onder meer met vuurwerk. Verschillende parken waren van tevoren afgesloten door de politie. Demonstranten hadden aangekondigd naar het St Stephen's Green-park te willen marcheren. Ondanks de verhoogde politie-inzet kwamen er toch nog honderden mensen naar het centrum van Dublin, zonder mondkapje. Met wapenstokken werden ze weggehouden van het park. Veel politici reageren met afschuw op de rellen. Vicepremier Leo Varadkar schreef op Twitter Dit gedrag van een paar ego sten ondermijnt de offers die miljoenen mensen de afgelopen twaalf maanden hebben gebracht.","Een sterkere EU graag, maar nu is dat even bijzaak; verkiezingen 2021 de campagne Het klimaat, de strijd tegen het virus, de erfenis van het Trump-tijdperk de redenen om als Europese lidstaten nauwer samen te werken, liggen voor het oprapen. De meeste partijen erkennen in hun verkiezingsprogramma's daarom volop de noodzaak van een sterkere Europese Unie. Slechts twee partijen zijn voor een nexit, de PVV en FvD JA21 streeft naar een kleinere Europese Unie. Toch spelen Europa en de Europese Unie nauwelijks een rol van betekenis in de verkiezingscampagne. Zelfs het pro-Europese D66 valt koploper VVD vooral aan op het coronabeleid. Een voor de hand liggende verklaring is dat alle aandacht en inzet voor de virusbestrijding de andere onderwerpen overvleugelt. Maar het is juist ook de pandemie die het besef afgelopen jaar deed doordringen dat Europa hard moet werken aan haar strategische autonomie, bijvoorbeeld door zelfvoorzienend te zijn in geneesmiddelen en vaccins. De bikkelharde strijd om beschermingsmiddelen als mondkapjes van afgelopen voorjaar is nog niet vergeten. De pandemie is bovendien de eerste mondiale crisis zonder duidelijke leiding van de Verenigde Staten, terwijl China die rol nadrukkelijk wel zoekt. Dat komt deels door de coronacrisis.",medium,2021-02-27 20:30:26,2021-03-01 00:00:00,NOS liveblog,Trouw,3287531,3285325,"Geweld, Dublin, Leo Varadkar","PVV, D66, VVD","['ongeregeldheden', 'antilockdowndemo', 'wapenstokken', 'stephen', 'demonstranten']","['bikkelharde', 'mondkapjes', 'europese', 'oprapen', 'beschermingsmiddelen']",3287531_3285325
494,0.6990251,"Wekdienst 28/2: Lijsttrekkers in debat • Kraker in eredivisie: PSV-Ajax; Goedemorgen ! De lijsttrekkers van VVD, PVV, CDA, D66, SP en GroenLinks zijn te zien bij het verkiezingsdebat van RTL Nieuws. En het wordt spannende dag in de Eredivisie, met onder meer de kraker PSV-Ajax. Het weer vanochtend verloopt vrij grijs met mist, nevel en laaghangende bewolking. In de middag breekt vooral in het zuiden de zon geleidelijk door, in het noorden blijft het op veel plaatsen grijs. Het wordt 6 tot 8 graden. Daar waar de zon wel goed kan doorbreken wordt het een graad of 10. De zwakke wind waait uit het noordoosten. Vanavond en vannacht krijgt het hele land opnieuw te maken met lage bewolking en mist. Ga je de weg op? Hier vind je het overzicht van de werkzaamheden. Check hier de dienstregeling voor het spoor. Wat kun je vandaag verwachten? De burgemeesters en natuurorganisaties houden drukte in parken en natuurgebieden scherp in de gaten. De afgelopen tijd was het in verschillende stadsparken veel te druk. Het Vondelpark in Amsterdam moest zelfs worden gesloten.","Een boer versus D66-leider Kaag over de halvering van de veestapel; Blijft D66 vasthouden aan de halvering van de veestapel ? D66-leider Kaag begrijpt dat het boeren rauw op het dak valt. Wij zien halvering als heel belangrijk, maar we willen het samen met u doen, zegt ze tegen een boer die tegenover haar in de zaal staat. D66 wil dit doen om de stikstof te reduceren. Als u een beter plan heeft, wil ik dat niet van de hand wijzen. Het gaat om het bereiken van het doel, stikstofreductie, aldus Kaag. Na de verkiezingen wil Kaag langsgaan bij de boer.",medium,2021-02-28 07:53:05,2021-02-28 21:41:40,NOS nieuws,NOS liveblog,3287521,3287479,"VVD, PVV, CDA, D66, SP, GroenLinks, RTL Nieuws, PSV-Ajax",D66,"['waait', 'amsterdam', 'vondelpark', 'goedemorgen', 'verkiezingsdebat']","['stikstofreductie', 'veestapel', 'langsgaan', 'versus', 'valt']",3287521_3287479
